
Клиентов за час =  10
Время на обслуживание (интенсивность обслуживания) = 5
Интенсивность поступления =  6.0
Ограничение посетителей = 100
 вариант B
1000 клиентов ограничение 

  № клиента    Время поступ    Время обслуживания    Т кумулятив    Начало обслуживания    конец обслуживания    время в сист    время в очереди    № осбл. покуп    Длинна очереди    Время простоя
        748           1.518                 0.426       4322.64               4347.66               4348.08            25.443             25.018              744                 3            0
        749           4.057                 2.016       4326.69               4348.08               4350.1             23.402             21.386              745                 3            0
        750          11.264                 0.447       4337.96               4350.1                4350.54            12.585             12.138              746                 3            0
        751           2.71                  8.442       4340.67               4350.54               4358.99            18.318              9.875              746                 4            0
        752           3.104                 1.281       4343.77               4358.99               4360.27            16.495             15.214              746                 5            0
        753           0.658                 6           4344.43               4360.27               4366.27            21.837             15.837              747                 5            0
        754           5.841                 4.204       4350.27               4366.27               4370.47            20.2               15.996              750                 3            0
        755           0.3                   4.287       4350.57               4370.47               4374.76            24.186             19.9                751                 3            0
        756           1.618                 1.178       4352.19               4374.76               4375.94            23.746             22.568              751                 4            0
        757           5.983                 1.727       4358.17               4375.94               4377.66            19.49              17.763              751                 5            0
        758           9.486                 4.225       4367.66               4377.66               4381.89            14.229             10.004              754                 3            0
        759           4.378                 4.201       4372.04               4381.89               4386.09            14.052              9.851              755                 3            0
        760           4.634                 3.467       4376.67               4386.09               4389.56            12.885              9.418              757                 2            0
        761          10.006                 2.634       4386.68               4389.56               4392.19             5.513              2.879              760                 0            0
        762          12.332                 3.853       4399.01               4399.01               4402.86             3.853              0                  761                 0            9.453
        763           2.485                 1.523       4401.49               4402.86               4404.38             2.891              1.368              762                 0            0
        764           1.327                 8.397       4402.82               4404.38               4412.78             9.961              1.564              762                 1            0
        765           5.633                 4.664       4408.45               4412.78               4417.45             8.992              4.328              764                 0            0
        766           0.325                 2.718       4408.78               4417.45               4420.16            11.385              8.667              764                 1            0
        767           2.693                 8.337       4411.47               4420.16               4428.5             17.029              8.692              764                 2            0
        768           0.565                 2.381       4412.04               4428.5                4430.88            18.845             16.464              764                 3            0
        769           7.377                13.349       4419.41               4430.88               4444.23            24.818             11.468              766                 2            0
        770           4.175                10.618       4423.59               4444.23               4454.85            31.26              20.643              767                 2            0
        771           2.857                 1.912       4426.45               4454.85               4456.76            30.315             28.403              767                 3            0
        772           8.654                 1.262       4435.1                4456.76               4458.02            22.923             21.661              769                 2            0
        773           9.421                 2.261       4444.52               4458.02               4460.28            15.763             13.502              770                 2            0
        774           4.732                 7.151       4449.25               4460.28               4467.43            18.182             11.031              770                 3            0
        775           1.807                 0.451       4451.06               4467.43               4467.89            16.826             16.375              770                 4            0
        776          17.492                 4.678       4468.55               4468.55               4473.23             4.678              0                  775                 0            1.117
        777           8.132                 4.359       4476.68               4476.68               4481.04             4.359              0                  776                 0            8.132
        778           0.948                 2.356       4477.63               4481.04               4483.4              5.767              3.411              777                 0            0
        779           2.427                 1.324       4480.06               4483.4                4484.72             4.665              3.34               777                 1            0
        780           0.472                 2.243       4480.53               4484.72               4486.97             6.436              4.193              777                 2            0
        781          25.175                 6.956       4505.71               4505.71               4512.66             6.956              0                  780                 0           20.982
        782           8.138                 3.261       4513.84               4513.84               4517.1              3.261              0                  781                 0            8.138
        783          11.854                 3.536       4525.7                4525.7                4529.23             3.536              0                  782                 0           11.854
        784           3.072                 6.427       4528.77               4529.23               4535.66             6.891              0.464              783                 0            0
        785           1.198                 9.615       4529.97               4535.66               4545.28            15.308              5.693              784                 0            0
        786           0.654                 5.588       4530.62               4545.28               4550.86            20.242             14.654              784                 1            0
        787           1.086                 3.363       4531.71               4550.86               4554.23            22.519             19.156              784                 2            0
        788           3.137                 4.843       4534.85               4554.23               4559.07            24.225             19.382              784                 3            0
        789           0.334                 3.041       4535.18               4559.07               4562.11            26.932             23.891              784                 4            0
        790           1.427                 4.771       4536.61               4562.11               4566.88            30.276             25.505              785                 4            0
        791           1.122                 1.553       4537.73               4566.88               4568.43            30.707             29.154              785                 5            0
        792           5.988                17.111       4543.72               4568.43               4585.55            41.829             24.719              785                 6            0
        793           7.3                   4.225       4551.02               4585.55               4589.77            38.754             34.529              787                 5            0
        794          10.923                 0.659       4561.94               4589.77               4590.43            28.49              27.831              789                 4            0
        795           8.44                  1.625       4570.38               4590.43               4592.05            21.675             20.05               792                 2            0
        796           8.335                 8.582       4578.71               4592.05               4600.64            21.923             13.34               792                 3            0
        797           0.305                 1.609       4579.02               4600.64               4602.25            23.226             21.618              792                 4            0
        798          25.503                 3.455       4604.52               4604.52               4607.98             3.455              0                  797                 0            3.885
        799           2.945                 9.008       4607.47               4607.98               4616.98             9.518              0.51               798                 0            0
        800           1.844                 7.016       4609.31               4616.98               4624               14.69               7.674              799                 0            0
        801           2.343                23.061       4611.65               4624                  4647.06            35.408             12.347              799                 1            0
        802           3.77                  1.941       4615.42               4647.06               4649               33.579             31.638              799                 2            0
        803          23.781                 1.138       4639.2                4649                  4650.14            10.936              9.798              801                 1            0
        804           0.635                 4.418       4639.84               4650.14               4654.56            14.718             10.301              801                 2            0
        805           0.813                 3.234       4640.65               4654.56               4657.79            17.139             13.905              801                 3            0
        806           1.964                 4.24        4642.62               4657.79               4662.03            19.416             15.175              801                 4            0
        807          31.217                 2.052       4673.83               4673.83               4675.89             2.052              0                  806                 0           16.042
        808          12.193                23.126       4686.03               4686.03               4709.15            23.126              0                  807                 0           12.193
        809           8.115                 1.27        4694.14               4709.15               4710.42            16.281             15.011              808                 0            0
        810           0.853                 0.418       4694.99               4710.42               4710.84            15.846             15.428              808                 1            0
        811           7.648                21.317       4702.64               4710.84               4732.16            29.515              8.198              808                 2            0
        812           3.159                 5.987       4705.8                4732.16               4738.15            32.343             26.356              808                 3            0
        813           0.225                 4.055       4706.03               4738.15               4742.2             36.173             32.118              808                 4            0
        814           9.219                 0.368       4715.25               4742.2                4742.57            27.322             26.954              811                 2            0
        815           2.774                 4.678       4718.02               4742.57               4747.25            29.226             24.548              811                 3            0
        816           1.92                  1.833       4719.94               4747.25               4749.08            29.139             27.306              811                 4            0
        817          24.354                 5.089       4744.29               4749.08               4754.17             9.874              4.785              815                 1            0
        818          10.766                 8.044       4755.06               4755.06               4763.1              8.044              0                  817                 0            5.981
        819           2.45                  2.179       4757.51               4763.1                4765.28             7.773              5.594              818                 0            0
        820           3.015                 1.586       4760.52               4765.28               4766.87             6.344              4.758              818                 1            0
        821           0.487                 1.638       4761.01               4766.87               4768.51             7.495              5.857              818                 2            0
        822           0.749                 4.316       4761.76               4768.51               4772.82            11.062              6.746              818                 3            0
        823           5.042                 4.726       4766.8                4772.82               4777.55            10.746              6.02               820                 2            0
        824           0.394                 1.396       4767.2                4777.55               4778.94            11.748             10.352              821                 2            0
        825           2.541                 6.312       4769.74               4778.94               4785.26            15.519              9.207              822                 2            0
        826           0.475                 4.226       4770.21               4785.26               4789.48            19.269             15.044              822                 3            0
        827           0.552                 3.295       4770.77               4789.48               4792.78            22.013             18.717              822                 4            0
        828           3.242                 5.308       4774.01               4792.78               4798.09            24.079             18.771              823                 4            0
        829           0.584                10.017       4774.59               4798.09               4808.1             33.512             23.495              823                 5            0
        830           0.267                 1.599       4774.86               4808.1                4809.7             34.844             33.245              823                 6            0
        831           1.306                 0.667       4776.16               4809.7                4810.37            34.205             33.538              823                 7            0
        832          12.618                 3.498       4788.78               4810.37               4813.87            25.085             21.587              826                 5            0
        833           0.693                 4.638       4789.48               4813.87               4818.51            29.03              24.392              826                 6            0
        834          19.801                 2.129       4809.28               4818.51               4820.63            11.358              9.229              830                 3            0
        835           5.784                10.174       4815.06               4820.63               4830.81            15.748              5.574              833                 1            0
        836          14.917                14.815       4829.98               4830.81               4845.62            15.646              0.831              835                 0            0
        837           1.782                 9.832       4831.76               4845.62               4855.45            23.695             13.864              836                 0            0
        838           5.343                 1.472       4837.1                4855.45               4856.93            19.824             18.352              836                 1            0
        839           4.114                 2.378       4841.22               4856.93               4859.3             18.089             15.71               836                 2            0
        840           1.66                  4.159       4842.88               4859.3                4863.46            20.588             16.429              836                 3            0
        841           0.085                 2.229       4842.96               4863.46               4865.69            22.732             20.503              836                 4            0
        842           1.977                11.113       4844.94               4865.69               4876.81            31.868             20.755              836                 5            0
        843          13.41                  4.151       4858.35               4876.81               4880.96            22.609             18.458              839                 3            0
        844           1.146                 0.237       4859.49               4880.96               4881.19            21.7               21.463              840                 3            0
        845           4.559                19.708       4864.05               4881.19               4900.9             36.849             17.141              841                 3            0
        846           0.532                 1.869       4864.59               4900.9                4902.77            38.185             36.317              841                 4            0
        847          12.178                 9.11        4876.76               4902.77               4911.88            35.117             26.007              842                 4            0
        848           1.447                 8.812       4878.21               4911.88               4920.69            42.482             33.67               843                 4            0
        849           6.376                 8.581       4884.59               4920.69               4929.27            44.687             36.106              845                 3            0
        850           3.838                 0.195       4888.42               4929.27               4929.47            41.044             40.849              845                 4            0
        851           2.228                 7.439       4890.65               4929.47               4936.91            46.255             38.816              845                 5            0
        852           0.146                 8.799       4890.8                4936.91               4945.71            54.908             46.109              845                 6            0
        853           1.116                 0.049       4891.91               4945.71               4945.75            53.841             53.792              845                 7            0
        854          26.708                 2.617       4918.62               4945.75               4948.37            29.75              27.133              848                 5            0
        855           6.189                 2.82        4924.81               4948.37               4951.19            26.382             23.561              849                 5            0
        856           1.231                 2.979       4926.04               4951.19               4954.17            28.129             25.151              849                 6            0
        857           0.048                 7.937       4926.09               4954.17               4962.11            36.019             28.081              849                 7            0
        858           7.376                 1.699       4933.47               4962.11               4963.81            30.342             28.643              851                 6            0
        859          13.291                 8.116       4946.76               4963.81               4971.92            25.167             17.051              854                 4            0
        860          11.769                 0.504       4958.53               4971.92               4972.43            13.901             13.398              857                 2            0
        861           1.722                 2.017       4960.25               4972.43               4974.44            14.196             12.179              857                 3            0
        862           0.133                 0.591       4960.38               4974.44               4975.03            14.654             14.063              857                 4            0
        863           0.33                  2.294       4960.71               4975.03               4977.33            16.617             14.324              857                 5            0
        864           0.749                 3.945       4961.46               4977.33               4981.27            19.813             15.868              857                 6            0
        865           4.369                 9.388       4965.83               4981.27               4990.66            24.833             15.444              859                 5            0
        866           1.554                11.831       4967.38               4990.66               5002.49            35.109             23.279              859                 6            0
        867           9.941                 2.01        4977.32               5002.49               5004.5             27.179             25.168              863                 3            0
        868           2.531                 3.051       4979.85               5004.5                5007.55            27.699             24.648              864                 3            0
        869           1.913                 4.134       4981.77               5007.55               5011.69            29.92              25.786              865                 3            0
        870           0.727                 5.057       4982.49               5011.69               5016.75            34.25              29.193              865                 4            0
        871           1.811                 2.328       4984.31               5016.75               5019.07            34.767             32.439              865                 5            0
        872           4.835                 3.619       4989.14               5019.07               5022.69            33.55              29.932              865                 6            0
        873           0.507                 0.252       4989.65               5022.69               5022.94            33.295             33.043              865                 7            0
        874           6.738                 8.31        4996.39               5022.94               5031.25            34.867             26.557              866                 7            0
        875           2.977                 3.297       4999.36               5031.25               5034.55            35.187             31.89               866                 8            0
        876           1.388                 1.806       5000.75               5034.55               5036.36            35.605             33.799              866                 9            0
        877           0.503                 6.966       5001.25               5036.36               5043.32            42.068             35.102              866                10            0
        878           4.334                 4.956       5005.59               5043.32               5048.28            42.69              37.734              868                 9            0
        879           0.816                25.136       5006.4                5048.28               5073.41            67.01              41.874              868                10            0
        880           0.17                  4.491       5006.57               5073.41               5077.9             71.331             66.84               868                11            0
        881           0.86                  0.216       5007.43               5077.9                5078.12            70.687             70.471              868                12            0
        882           1.681                 7.834       5009.11               5078.12               5085.95            76.839             69.006              869                12            0
        883           1.877                 4.22        5010.99               5085.95               5090.17            79.182             74.962              869                13            0
        884          19.567                 1.073       5030.56               5090.17               5091.25            60.688             59.615              874                 9            0
        885           5.442                 1.521       5036                  5091.25               5092.77            56.767             55.246              876                 8            0
        886           0.533                 0.952       5036.53               5092.77               5093.72            57.186             56.234              877                 8            0
        887          15.819                 2.685       5052.35               5093.72               5096.4             44.051             41.367              879                 7            0
        888          12.398                 1.352       5064.75               5096.4                5097.76            33.005             31.653              879                 8            0
        889           7.901                 4.609       5072.65               5097.76               5102.37            29.713             25.104              879                 9            0
        890           8.306                14.517       5080.96               5102.37               5116.88            35.924             21.407              882                 7            0
        891           0.027                 0.023       5080.98               5116.88               5116.9             35.92              35.897              882                 8            0
        892           5.015                10.55        5086                  5116.9                5127.45            41.455             30.905              883                 8            0
        893          16.009                 2.847       5102.01               5127.45               5130.3             28.293             25.446              889                 3            0
        894           0.342                 5.253       5102.35               5130.3                5135.55            33.204             27.951              889                 4            0
        895          14.845                 2.344       5117.2                5135.55               5137.9             20.702             18.359              892                 2            0
        896          16.092                 7.579       5133.29               5137.9                5145.48            12.189              4.61               894                 1            0
        897           9.472                 1.882       5142.76               5145.48               5147.36             4.6                2.717              896                 0            0
        898           0.059                 6.142       5142.82               5147.36               5153.5             10.683              4.541              896                 1            0
        899           1.635                 0.729       5144.45               5153.5                5154.23             9.777              9.048              896                 2            0
        900           0.021                 5.045       5144.48               5154.23               5159.28            14.801              9.756              896                 3            0
        901          11.586                15.977       5156.06               5159.28               5175.25            19.192              3.215              900                 0            0
        902           1.596                 7.541       5157.66               5175.25               5182.79            25.137             17.596              900                 1            0
        903          13.257                 2.796       5170.91               5182.79               5185.59            14.676             11.88               901                 1            0
        904           3.119                 7.18        5174.03               5185.59               5192.77            18.737             11.557              901                 2            0
        905           0.69                  0.285       5174.72               5192.77               5193.06            18.332             18.047              901                 3            0
        906          11.64                  5.609       5186.36               5193.06               5198.66            12.302              6.692              904                 1            0
        907           3.243                31.067       5189.61               5198.66               5229.73            40.126              9.059              904                 2            0
        908           4.349                 0.845       5193.95               5229.73               5230.58            36.622             35.777              906                 1            0
        909           7.649                 1.38        5201.6                5230.58               5231.96            30.352             28.973              907                 1            0
        910           7.569                 3.265       5209.17               5231.96               5235.22            26.049             22.783              907                 2            0
        911           1.285                 3.304       5210.46               5235.22               5238.53            28.068             24.764              907                 3            0
        912           0.553                 1.185       5211.01               5238.53               5239.71            28.699             27.515              907                 4            0
        913           1.524                14.932       5212.53               5239.71               5254.64            42.107             27.175              907                 5            0
        914           7.747                 5.604       5220.28               5254.64               5260.25            39.964             34.36               907                 6            0
        915           2.04                  2.552       5222.32               5260.25               5262.8             40.476             37.924              907                 7            0
        916           3.773                 2.46        5226.1                5262.8                5265.26            39.163             36.703              907                 8            0
        917           3.14                  1.389       5229.23               5265.26               5266.65            37.412             36.023              907                 9            0
        918           0.862                 1.383       5230.1                5266.65               5268.03            37.933             36.55               908                 9            0
        919           1.703                 0.475       5231.8                5268.03               5268.5             36.705             36.23               909                 9            0
        920           5.139                 2.134       5236.94               5268.5                5270.64            33.699             31.566              911                 8            0
        921          11.938                 0.65        5248.88               5270.64               5271.29            22.412             21.761              913                 7            0
        922           0.269                 2.899       5249.15               5271.29               5274.19            25.041             22.143              913                 8            0
        923           6.533                 6.841       5255.68               5274.19               5281.03            25.35              18.508              914                 8            0
        924           0.838                 9.293       5256.52               5281.03               5290.32            33.805             24.512              914                 9            0
        925           7.007                 4.604       5263.52               5290.32               5294.93            31.402             26.798              916                 8            0
        926           4.288                 9.257       5267.81               5294.93               5304.18            36.371             27.114              918                 7            0
        927           1.085                 7.539       5268.9                5304.18               5311.72            42.824             35.286              920                 6            0
        928           9.877                 1.556       5278.77               5311.72               5313.28            34.503             32.947              923                 4            0
        929           3.139                15.227       5281.91               5313.28               5328.5             46.591             31.364              924                 4            0
        930           2.778                 0.094       5284.69               5328.5                5328.6             43.908             43.813              924                 5            0
        931           0.875                 4.677       5285.57               5328.6                5333.28            47.709             43.033              924                 6            0
        932           2.946                 5.567       5288.51               5333.28               5338.84            50.33              44.763              924                 7            0
        933           7.116                 2.152       5295.63               5338.84               5340.99            45.366             43.214              926                 6            0
        934           7.709                 1.221       5303.34               5340.99               5342.21            38.878             37.657              926                 7            0
        935           0.448                 3.644       5303.78               5342.21               5345.86            42.074             38.43               926                 8            0
        936           1.916                 0.527       5305.7                5345.86               5346.39            40.685             40.158              927                 8            0
        937           0.621                 6.886       5306.32               5346.39               5353.27            46.95              40.064              927                 9            0
        938           2.941                 4.392       5309.26               5353.27               5357.66            48.402             44.009              927                10            0
        939          10.04                  1.483       5319.3                5357.66               5359.15            39.845             38.362              929                 9            0
        940           4.418                 3.717       5323.72               5359.15               5362.86            39.144             35.427              929                10            0
        941           0.269                 4.626       5323.99               5362.86               5367.49            43.5               38.875              929                11            0
        942           3.955                 8.566       5327.94               5367.49               5376.06            48.111             39.545              929                12            0
        943           1.175                 2.533       5329.12               5376.06               5378.59            49.469             46.936              931                11            0
        944           1.79                  1.414       5330.91               5378.59               5380               49.093             47.679              931                12            0
        945           9.441                 2.735       5340.35               5380                  5382.74            42.387             39.652              933                11            0
        946           0.665                14.274       5341.02               5382.74               5397.01            55.996             41.722              934                11            0
        947           6.778                15.209       5347.79               5397.01               5412.22            64.427             49.218              937                 9            0
        948           0.451                 3.036       5348.24               5412.22               5415.26            67.012             63.976              937                10            0
        949           0.639                 0.683       5348.88               5415.26               5415.94            67.056             66.373              937                11            0
        950           0.467                14.294       5349.35               5415.94               5430.23            80.883             66.589              937                12            0
        951           1.277                 0.192       5350.63               5430.23               5430.43            79.798             79.606              937                13            0
        952           6.291                 2.194       5356.92               5430.43               5432.62            75.701             73.507              938                13            0
        953           4.216                 5.933       5361.14               5432.62               5438.55            77.417             71.485              940                12            0
        954           0.245                 0.248       5361.38               5438.55               5438.8             77.421             77.172              940                13            0
        955           5.217                 2.72        5366.6                5438.8                5441.52            74.924             72.204              941                13            0
        956           0.07                  6.153       5366.67               5441.52               5447.67            81.007             74.854              941                14            0
        957           4.966                 7.373       5371.63               5447.67               5455.05            83.414             76.041              942                14            0
        958           1.786                 0.37        5373.42               5455.05               5455.42            81.998             81.628              942                15            0
        959           0.286                 1.273       5373.7                5455.42               5456.69            82.984             81.712              942                16            0
        960          12.317                 1.367       5386.02               5456.69               5458.06            72.035             70.667              946                13            0
        961           2.132                 1.795       5388.15               5458.06               5459.85            71.698             69.903              946                14            0
        962           2.392                 1.919       5390.55               5459.85               5461.77            71.225             69.306              946                15            0
        963           2.862                 6.787       5393.41               5461.77               5468.56            75.149             68.363              946                16            0
        964           1.697                11.166       5395.1                5468.56               5479.72            84.619             73.452              946                17            0
        965           3.34                  4.539       5398.44               5479.72               5484.26            85.818             81.279              947                17            0
        966           8.457                 0.939       5406.9                5484.26               5485.2             78.299             77.361              947                18            0
        967           4.573                 5.81        5411.48               5485.2                5491.01            79.537             73.726              947                19            0
        968          24.725                12.022       5436.2                5491.01               5503.03            66.834             54.812              953                14            0
        969          18.501                 0.895       5454.7                5503.03               5503.93            49.228             48.333              957                11            0
        970           0.806                 1.562       5455.51               5503.93               5505.49            49.984             48.422              959                10            0
        971           4.018                 4.58        5459.52               5505.49               5510.07            50.545             45.966              961                 9            0
        972           3.523                 0.598       5463.05               5510.07               5510.67            47.621             47.022              963                 8            0
        973           8.589                 0.894       5471.64               5510.67               5511.56            39.926             39.032              964                 8            0
        974           0.141                 0.741       5471.78               5511.56               5512.3             40.526             39.785              964                 9            0
        975           6.634                 8.966       5478.41               5512.3                5521.27            42.858             33.892              964                10            0
        976           3.214                 9.077       5481.63               5521.27               5530.35            48.721             39.644              965                10            0
        977           4.529                 0.217       5486.15               5530.35               5530.56            44.409             44.192              967                 9            0
        978           4.831                 2.448       5490.99               5530.56               5533.01            42.026             39.578              967                10            0
        979           2.357                15.808       5493.34               5533.01               5548.82            55.477             39.669              968                10            0
        980           3.099                 0.027       5496.44               5548.82               5548.85            52.405             52.378              968                11            0
